"APname","APnum","location"
"7755-wannamaker-129-w","00:eb:d5:10:5b:00","Wannamaker"
"7755-wannamaker-131-w","00:eb:d5:10:58:80","Wannamaker"
"7755-wannamaker-133-w","00:eb:d5:10:5b:38","Wannamaker"
"7755-wannamaker-134-w","00:eb:d5:10:56:50","Wannamaker"
"7755-wannamaker-135-w","00:eb:d5:10:57:f8","Wannamaker"
"7755-wannamaker-136-w","00:eb:d5:10:56:e8","Wannamaker"
"7755-wannamaker-137-w","00:eb:d5:10:58:c8","Wannamaker"
"7755-wannamaker-138-w","00:eb:d5:10:5a:90","Wannamaker"
"7755-wannamaker-139-w","00:eb:d5:10:55:b8","Wannamaker"
"7755-wannamaker-201-w","00:eb:d5:10:5a:20","Wannamaker"
"7755-wannamaker-202-w","00:eb:d5:10:56:f8","Wannamaker"
"7755-wannamaker-203-w","00:eb:d5:10:4b:00","Wannamaker"
"7755-wannamaker-204-w","00:eb:d5:10:58:40","Wannamaker"
"7755-wannamaker-205-w","00:eb:d5:10:59:70","Wannamaker"
"7755-wannamaker-206-w","00:eb:d5:10:59:18","Wannamaker"
"7755-wannamaker-207-w","00:eb:d5:10:59:c8","Wannamaker"
"7755-wannamaker-208-w","00:eb:d5:10:59:98","Wannamaker"
"7755-wannamaker-209-w","00:eb:d5:10:56:c8","Wannamaker"
"7755-wannamaker-210-w","00:eb:d5:10:58:e8","Wannamaker"
"7755-wannamaker-211-w","00:eb:d5:10:56:98","Wannamaker"
"7755-wannamaker-212-w","00:eb:d5:10:5a:50","Wannamaker"
"7755-wannamaker-213-w","00:eb:d5:10:5a:78","Wannamaker"
"7755-wannamaker-214-w","00:eb:d5:10:5a:e8","Wannamaker"
"7755-wannamaker-215-w","00:eb:d5:10:2a:18","Wannamaker"
"7755-wannamaker-216-w","00:eb:d5:10:56:38","Wannamaker"
"7755-wannamaker-217-w","00:eb:d5:10:57:78","Wannamaker"
"7755-wannamaker-218-w","00:eb:d5:10:58:90","Wannamaker"
"7755-wannamaker-219-w","00:eb:d5:10:57:10","Wannamaker"
"7755-wannamaker-220-w","00:eb:d5:10:57:28","Wannamaker"
"7755-wannamaker-221-w","00:eb:d5:10:57:a8","Wannamaker"
"7755-wannamaker-222-w","00:eb:d5:10:58:20","Wannamaker"
"7755-wannamaker-223-w","00:eb:d5:10:55:98","Wannamaker"
"7755-wannamaker-224-w","00:eb:d5:10:59:78","Wannamaker"
"7755-wannamaker-225-w","00:eb:d5:10:57:f0","Wannamaker"
"7755-wannamaker-226-w","00:eb:d5:10:59:a8","Wannamaker"
"7755-wannamaker-227-w","00:eb:d5:10:58:b0","Wannamaker"
"7755-wannamaker-228-w","00:eb:d5:10:58:08","Wannamaker"
"7755-wannamaker-229-w","00:eb:d5:10:58:60","Wannamaker"
"7755-wannamaker-231-w","00:eb:d5:10:57:00","Wannamaker"
"7755-wannamaker-233-w","00:eb:d5:10:56:d8","Wannamaker"
"7755-wannamaker-234-w","00:eb:d5:10:57:40","Wannamaker"
"7755-wannamaker-235-w","00:eb:d5:10:58:98","Wannamaker"
"7755-wannamaker-236-w","00:eb:d5:10:4c:f0","Wannamaker"
"7755-wannamaker-237-w","00:eb:d5:10:58:a8","Wannamaker"
"7755-wannamaker-238-w","00:eb:d5:10:56:a0","Wannamaker"
"7755-wannamaker-239-w","00:eb:d5:10:58:f0","Wannamaker"
"7755-wannamaker-301-w","00:eb:d5:10:1d:28","Wannamaker"
"7755-wannamaker-302-w","00:eb:d5:10:1e:68","Wannamaker"
"7755-wannamaker-303-w","00:eb:d5:10:28:30","Wannamaker"
"7755-wannamaker-304-w","00:eb:d5:10:2b:d0","Wannamaker"
"7755-wannamaker-305-w","00:eb:d5:10:2c:c0","Wannamaker"
"7755-wannamaker-306-w","00:eb:d5:10:25:60","Wannamaker"
"7755-wannamaker-307-w","00:eb:d5:10:2c:88","Wannamaker"
"7755-wannamaker-309-w","00:eb:d5:10:0c:50","Wannamaker"
"7755-wannamaker-311-w","00:eb:d5:10:02:90","Wannamaker"
"7755-wannamaker-312-w","00:eb:d5:10:0b:70","Wannamaker"
"7755-wannamaker-313-w","00:eb:d5:10:06:50","Wannamaker"
"7755-wannamaker-314-w","00:eb:d5:10:0b:c0","Wannamaker"
"7755-wannamaker-315-w","00:5f:86:98:62:98","Wannamaker"
"7755-wannamaker-316-w","00:eb:d5:10:0b:c8","Wannamaker"
"7755-wannamaker-317-w","00:eb:d5:10:12:38","Wannamaker"
"7755-wannamaker-318-w","00:eb:d5:10:11:e0","Wannamaker"
"7755-wannamaker-320-w","00:eb:d5:10:10:b0","Wannamaker"
"7755-wannamaker-321-w","00:eb:d5:10:0b:08","Wannamaker"
"7755-wannamaker-323-w","00:eb:d5:10:0f:60","Wannamaker"
"7755-wannamaker-324-w","00:eb:d5:10:2e:78","Wannamaker"
"7755-wannamaker-325-w","00:eb:d5:10:2b:20","Wannamaker"
"7755-wannamaker-326-w","00:eb:d5:10:22:b0","Wannamaker"
"7755-wannamaker-327-w","00:5f:86:98:55:48","Wannamaker"
"7755-wannamaker-328-w","00:5f:86:98:53:c0","Wannamaker"
"7755-wannamaker-329-w","00:eb:d5:10:2b:e0","Wannamaker"
"7755-wannamaker-331-w","00:eb:d5:10:2a:a8","Wannamaker"
"7755-wannamaker-333-w","00:5f:86:98:53:10","Wannamaker"
"7755-wannamaker-334-w","00:eb:d5:10:2e:60","Wannamaker"
"7755-wannamaker-335-w","00:eb:d5:10:2d:08","Wannamaker"
"7755-wannamaker-336-w","00:eb:d5:10:28:70","Wannamaker"
"7755-wannamaker-337-w","00:eb:d5:10:26:20","Wannamaker"
"7755-wannamaker-338-w","00:eb:d5:10:2a:e0","Wannamaker"
"7755-wannamaker-339-w","00:eb:d5:10:2b:48","Wannamaker"
"7755-wannamaker-401-w","00:eb:d5:10:4b:f8","Wannamaker"
"7755-wannamaker-402-w","00:eb:d5:10:59:00","Wannamaker"
"7755-wannamaker-403-w","00:5f:86:98:54:58","Wannamaker"
"7755-wannamaker-404-w","00:eb:d5:10:26:f8","Wannamaker"
"7755-wannamaker-cr001","cc:16:7e:83:9d:fa","Wannamaker"
"7755-wannamaker-cr002-w","00:eb:d5:10:2a:f8","Wannamaker"
"7755-wannamaker-cr004-w","00:eb:d5:10:0d:a8","Wannamaker"
"7755-wannamaker-cr005","cc:16:7e:83:9d:e2","Wannamaker"
"7755-wannamaker-whoami","00:eb:d5:10:0b:90","Wannamaker"
"7756-northbldg-002-h-c","c4:64:13:c3:12:a2","North"
"7756-northbldg-006-h-c","c4:64:13:38:e7:b2","North"
"7756-northbldg-011-c","c4:64:13:00:46:21","North"
"7756-northbldg-018-h-c","00:42:68:a1:18:cc","North"
"7756-northbldg-101a-h-c","c4:64:13:76:46:47","North"
"7756-northbldg-103-h-c","c4:64:13:5b:8c:64","North"
"7756-northbldg-105-h-c","c4:64:13:76:46:cb","North"
"7756-northbldg-108-h-c","28:94:0f:39:0d:b6","North"
"7756-northbldg-128-h-c","54:a2:74:06:2f:54","North"
"7756-northbldg-132a-c-1","78:ba:f9:f8:47:bc","North"
"7756-northbldg-132a-c-2","54:a2:74:08:69:b0","North"
"7756-northbldg-139-c","a0:e0:af:0e:3d:88","North"
"7756-northbldg-140-c","e8:65:49:db:30:a4","North"
"7756-northbldg-145a-c","28:94:0f:d6:c9:9b","North"
"7756-northbldg-154-1-c","28:94:0f:c9:20:71","North"
"7756-northbldg-154-2-c","28:94:0f:d6:c9:76","North"
"7756-northbldg-206-h-c","c4:64:13:c3:1d:2c","North"
"7756-northbldg-207-h-c","28:94:0f:39:0a:f7","North"
"7756-northbldg-209-1-h-c","c4:64:13:11:2d:e5","North"
"7756-northbldg-209-2-h-c","c4:64:13:00:46:7a","North"
"7756-northbldg-228-h-c","c4:64:13:c3:1c:35","North"
"7756-northbldg-230-h-c","c4:64:13:5b:95:aa","North"
"7756-northbldg-238-h-c","28:94:0f:39:11:f2","North"
"7756-northbldg-246-h-c","28:94:0f:26:1c:e7","North"
"7756-northbldg-253a-h-c","28:94:0f:39:0d:f8","North"
"7756-northbldg-258-h-c","c4:64:13:2b:ed:f2","North"
"7756-northbldg-262-h-c","c4:64:13:38:c0:50","North"
"7756-northbldg-302-h-c","00:42:68:a1:16:5c","North"
"7756-northbldg-305-h-c","c4:64:13:00:44:a6","North"
"7756-northbldg-306-h-c","c4:64:13:c3:12:a3","North"
"7756-northbldg-314-h-c","c4:64:13:00:44:8c","North"
"7756-northbldg-325-h-c","c4:64:13:00:44:a0","North"
"7756-northbldg-334-h-c","c4:64:13:38:bb:6e","North"
"7756-northbldg-403-h-c","c4:64:13:c3:12:d7","North"
"7756-northbldg-405-h-c","c4:64:13:38:dd:56","North"
"7756-northbldg-412-h-c","c4:64:13:2b:f9:f2","North"
"7758-biosc-c4:64:13:d3:03:3a","c4:64:13:d3:03:3a","BioSci"
"7758-biosci-0004-h-c","28:94:0f:c1:22:87","BioSci"
"7758-biosci-0007-h-c","28:94:0f:c1:22:06","BioSci"
"7758-biosci-0009-h-c","28:94:0f:c9:20:c5","BioSci"
"7758-biosci-0013-c","18:e7:28:42:3a:90","BioSci"
"7758-biosci-0016-h-c","28:94:0f:c1:21:c3","BioSci"
"7758-biosci-001-c","c4:64:13:5b:80:5a","BioSci"
"7758-biosci-0020-h-c","c4:64:13:00:29:e9","BioSci"
"7758-biosci-0021-c","00:42:68:af:60:88","BioSci"
"7758-biosci-0026-c","c4:64:13:5b:7f:87","BioSci"
"7758-biosci-0027-h-c","28:94:0f:c1:21:c1","BioSci"
"7758-biosci-0029-h-c","28:94:0f:c1:22:50","BioSci"
"7758-biosci-0031-c","28:94:0f:c9:16:c2","BioSci"
"7758-biosci-0032-l-c","28:94:0f:c1:11:c4","BioSci"
"7758-biosci-0032-r-c","28:94:0f:d6:aa:86","BioSci"
"7758-biosci-0033-h-c","28:94:0f:c9:0c:9d","BioSci"
"7758-biosci-0034-c","7c:ad:74:28:49:2d","BioSci"
"7758-biosci-0035-c","64:9e:f3:90:52:a0","BioSci"
"7758-biosci-0037-h-c","c4:64:13:00:29:a8","BioSci"
"7758-biosci-0038-c","00:42:68:95:b8:78","BioSci"
"7758-biosci-0039-c","00:42:68:83:5f:6c","BioSci"
"7758-biosci-0041-h-c","28:94:0f:c1:22:17","BioSci"
"7758-biosci-0045-r-c","28:94:0f:d6:c5:9b","BioSci"
"7758-biosci-0046-h-c","28:94:0f:26:2e:de","BioSci"
"7758-biosci-0048-h-c","28:94:0f:c1:22:02","BioSci"
"7758-biosci-004-h-c","28:94:0f:c9:20:6d","BioSci"
"7758-biosci-0052-h","28:94:0f:26:1f:60","BioSci"
"7758-biosci-0055-h-c","28:94:0f:39:0f:0a","BioSci"
"7758-biosci-0059-h-c","28:94:0f:26:1f:de","BioSci"
"7758-biosci-0062-h-c","00:42:68:95:bd:3c","BioSci"
"7758-biosci-0066-h-c","28:94:0f:26:25:9b","BioSci"
"7758-biosci-006-h-c","c4:64:13:00:45:a4","BioSci"
"7758-biosci-0070-h-c","28:94:0f:26:25:1c","BioSci"
"7758-biosci-0072a-h-c","28:94:0f:39:0b:09","BioSci"
"7758-biosci-0074-h-c","c4:64:13:00:41:55","BioSci"
"7758-biosci-0076-c","c4:64:13:00:41:a9","BioSci"
"7758-Biosci-0078-C","4c:4e:35:0d:50:50","BioSci"
"7758-biosci-0080-c","28:94:0f:c9:1f:48","BioSci"
"7758-biosci-011-h-c","00:42:68:8d:a8:b8","BioSci"
"7758-biosci-062","28:94:0f:26:24:e9","BioSci"
"7758-biosci-101-c","28:94:0f:26:21:69","BioSci"
"7758-biosci-102-h-c","28:94:0f:c1:03:b3","BioSci"
"7758-biosci-104-h-c","28:94:0f:39:0f:7f","BioSci"
"7758-biosci-107-c","00:42:68:95:bd:70","BioSci"
"7758-biosci-109-h-c","28:94:0f:39:08:ff","BioSci"
"7758-biosci-111-c-1","00:42:68:af:64:98","BioSci"
"7758-biosci-111-c-2","00:42:68:95:bd:f4","BioSci"
"7758-biosci-111-c-3","00:42:68:83:70:20","BioSci"
"7758-biosci-111-c-4","00:42:68:8d:ac:f0","BioSci"
"7758-biosci-111-c-5","00:42:68:83:60:f8","BioSci"
"7758-biosci-113-h-c","c4:64:13:00:45:3f","BioSci"
"7758-biosci-118-h-c","28:94:0f:d6:c9:99","BioSci"
"7758-biosci-120-h-c","28:94:0f:c9:20:b5","BioSci"
"7758-biosci-124-h-c","00:42:68:87:c6:d4","BioSci"
"7758-biosci-129-h-c","c4:64:13:00:44:85","BioSci"
"7758-biosci-130-c","00:42:68:95:bf:ac","BioSci"
"7758-biosci-131-h-c","c4:64:13:11:2d:46","BioSci"
"7758-biosci-132/133-h-c","28:94:0f:c9:21:57","BioSci"
"7758-biosci-136t-h-c","c4:64:13:00:44:33","BioSci"
"7758-biosci-139a-139d-h-c","c4:64:13:11:2c:f4","BioSci"
"7758-biosci-145-h-c","c4:64:13:5b:8a:75","BioSci"
"7758-biosci-149-h-c","28:94:0f:26:23:31","BioSci"
"7758-biosci-151-h-c","c4:64:13:38:d1:09","BioSci"
"7758-biosci-201-c","50:3d:e5:46:f1:d4","BioSci"
"7758-biosci-203a-h-c","80:e0:1d:68:28:3c","BioSci"
"7758-biosci-203-s-h-c","28:94:0f:c9:20:c2","BioSci"
"7758-biosci-205-h-c","c4:64:13:76:61:fd","BioSci"
"7758-biosci-206b-h-c","c4:64:13:5b:8b:c8","BioSci"
"7758-biosci-208-h-c","c4:64:13:38:c0:aa","BioSci"
"7758-biosci-214-c","c4:64:13:5b:8b:44","BioSci"
"7758-biosci-221-h-c","c4:64:13:76:46:fb","BioSci"
"7758-biosci-223-h-c","c4:64:13:38:c0:9c","BioSci"
"7758-biosci-229-h-c","c4:64:13:38:c1:91","BioSci"
"7758-biosci-230-h-c","c4:64:13:5b:8c:07","BioSci"
"7758-biosci-235-h-c","c4:64:13:5b:8b:b1","BioSci"
"7758-biosci-239-h-c","00:42:68:af:61:18","BioSci"
"7758-biosci-242-h-c","00:42:68:a1:13:84","BioSci"
"7758-biosci-246-h-c","c4:64:13:5b:8b:ee","BioSci"
"7758-biosci-256-h-c","c4:64:13:00:46:ad","BioSci"
"7758-biosci-259-h-c","c4:64:13:00:45:1e","BioSci"
"7758-biosci-263-h-c","c4:64:13:00:45:99","BioSci"
"7758-biosci-265-c","c4:64:13:00:44:8b","BioSci"
"7758-biosci-301-h-c","c4:64:13:00:44:94","BioSci"
"7758-biosci-302t-h-c","28:94:0f:d6:bf:62","BioSci"
"7758-biosci-305-h-c","c4:64:13:38:be:d9","BioSci"
"7758-biosci-308-h-c","c4:64:13:38:c1:7d","BioSci"
"7758-biosci-315b-c","7c:ad:74:18:be:9c","BioSci"
"7758-biosci-315-h-c","c4:64:13:00:44:af","BioSci"
"7758-biosci-320-h-c","28:94:0f:c9:1d:98","BioSci"
"7758-biosci-325-h-c","c4:64:13:00:45:18","BioSci"
"7758-biosci-331-h-c","28:94:0f:c9:20:c7","BioSci"
"7758-biosci-338-h-c","c4:64:13:00:41:e0","BioSci"
"7758-biosci-345-h-c","c4:64:13:00:45:0b","BioSci"
"7758-biosci-350-h-c","c4:64:13:5b:aa:10","BioSci"
"7758-biosci-358-h-c","c4:64:13:5b:aa:02","BioSci"
"7758-biosci-364-h-c","c4:64:13:38:cf:18","BioSci"
"7758-biosci-368-h-c","c4:64:13:76:62:1d","BioSci"
"7758-biosci-371-w","c4:64:13:38:bc:41","BioSci"
"7759-law-1002b-c","c4:64:13:38:c6:e2","Law"
"7759-law-1003-c","c4:64:13:76:56:2c","Law"
"7759-law-1009-c","c4:64:13:76:51:94","Law"
"7759-law-1015c-c","c4:64:13:5b:94:cb","Law"
"7759-law-1178-c","c4:64:13:c3:0b:25","Law"
"7759-law-1184-h-c","c4:64:13:38:e4:26","Law"
"7759-law-1208-tc-rm-h-c","c4:64:13:38:c8:94","Law"
"7759-law-1210g-c","c4:64:13:76:56:07","Law"
"7759-law-1210-h-c","cc:ef:48:f2:db:55","Law"
"7759-law-1stfl-bkshelf-203-h-c","c4:64:13:38:c9:2a","Law"
"7759-law-1stfl-library-by-stair","c4:64:13:5b:8f:01","Law"
"7759-law-2003t-c","00:42:68:af:60:f4","Law"
"7759-law-2011-c","c4:64:13:38:bc:54","Law"
"7759-law-2015-c","c4:64:13:38:c6:1f","Law"
"7759-law-2034-c","c4:64:13:38:c6:8d","Law"
"7759-law-2043a-c","c4:64:13:5b:9c:ba","Law"
"7759-law-2044-h-c","c4:64:13:2b:fe:db","Law"
"7759-law-2176-c","c4:64:13:5b:9e:11","Law"
"7759-law-2179-w","2c:54:2d:9d:f7:69","Law"
"7759-law-2188-c","c4:64:13:5b:9c:67","Law"
"7759-law-2201d-h-c","c4:64:13:5b:94:91","Law"
"7759-law-2204-h-c","c4:64:13:c3:12:b1","Law"
"7759-law-2218-c","3c:08:f6:a2:ef:52","Law"
"7759-law-2219f-h-c","4c:4e:35:c7:2a:78","Law"
"7759-law-3003t-c","cc:46:d6:17:57:a0","Law"
"7759-law-3012-c","28:94:0f:c1:08:3d","Law"
"7759-law-3013-c","00:42:68:8d:a9:54","Law"
"7759-law-3022-c","28:94:0f:05:d2:23","Law"
"7759-law-3029-c","00:42:68:af:5e:f0","Law"
"7759-law-3037-l-f-closet-w","2c:54:2d:9d:f9:49","Law"
"7759-law-3037-l-r-c","c4:64:13:c3:0d:34","Law"
"7759-law-3037-r-f-w","2c:54:2d:13:21:8f","Law"
"7759-law-3037-r-r-c","c4:64:13:38:df:65","Law"
"7759-law-3041-f-l-w","2c:54:2d:0d:e1:0d","Law"
"7759-law-3041-h-c","c4:64:13:c3:0c:a1","Law"
"7759-law-3041-r-l-c","c4:64:13:38:e2:80","Law"
"7759-law-3041-r-r-c","c4:64:13:5b:99:7a","Law"
"7759-law-3043-f-l-w","2c:54:2d:9d:f8:08","Law"
"7759-law-3043-f-r-c","c4:64:13:38:dd:50","Law"
"7759-law-3043-r-l-c","c4:64:13:38:e1:51","Law"
"7759-law-3043-r-r-c","c4:64:13:d3:03:92","Law"
"7759-law-3171-c","c4:64:13:c3:0d:a0","Law"
"7759-law-3174-c","28:94:0f:26:20:49","Law"
"7759-law-3188-c","28:94:0f:39:0c:0a","Law"
"7759-law-3201-h-c","c4:64:13:5b:8d:32","Law"
"7759-law-3210-c","c4:64:13:38:c0:78","Law"
"7759-law-3212-c","c4:64:13:5b:8c:2f","Law"
"7759-law-3219-table-c","c4:64:13:76:49:72","Law"
"7759-law-3220-h-c","c4:64:13:5b:8c:74","Law"
"7759-law-3221-under-table","c4:64:13:c3:08:96","Law"
"7759-law-4001tel-c","00:42:68:af:60:4c","Law"
"7759-law-4002COR-c","00:42:68:83:5d:f8","Law"
"7759-law-4004-c","28:94:0f:26:20:2c","Law"
"7759-law-4029-c","28:94:0f:c1:03:a4","Law"
"7759-law-4040-c","c4:64:13:38:dd:b9","Law"
"7759-law-4042-f-r-c","c4:64:13:c3:07:d3","Law"
"7759-law-4042-l-r-c","c4:64:13:d3:03:78","Law"
"7759-law-4044-c","28:94:0f:39:0f:42","Law"
"7759-law-4045-l-c","c4:64:13:c3:0d:6a","Law"
"7759-law-4045-r-c","c4:64:13:38:e1:b3","Law"
"7759-law-4046-c","c4:64:13:00:46:61","Law"
"7759-law-4047-back-center-c","c4:64:13:c3:0e:a3","Law"
"7759-law-4047-f-l-c","c4:64:13:38:e2:a3","Law"
"7759-law-4047-f-r-c","c4:64:13:38:e2:3b","Law"
"7759-law-4049-l-c","28:94:0f:c9:20:cb","Law"
"7759-law-4049-r-c","28:94:0f:39:0f:fa","Law"
"7759-law-4060cor-c","c4:64:13:c3:07:3c","Law"
"7759-law-4067-h-c","c4:64:13:38:e3:65","Law"
"7759-law-4172-c","c4:64:13:c3:0d:cc","Law"
"7759-law-4173-w","04:6c:9d:aa:09:20","Law"
"7759-law-4180-c","28:94:0f:58:bf:55","Law"
"7759-law-4190-c","28:94:0f:26:1f:27","Law"
"7759-law-4200b-h-c","c4:64:13:d3:03:36","Law"
"7759-law-4215elec-h-c","c4:64:13:c3:0e:39","Law"
"7759-law-4218c-carrel-c","c4:64:13:00:45:38","Law"
"7759-law-4thfl-3rd-shelf-in-cent","c4:64:13:c3:0c:a6","Law"
"7759-law-4thfl-4c38-carrels-h-c","c4:64:13:d3:03:c7","Law"
"7759-law-c464.13c3.073d","c4:64:13:c3:07:3d","Law"
"7759-law-lost","c4:64:13:5b:a1:64","Law"
"7759-law-star-cm-h-2ndfl-c","c4:64:13:5b:92:6a","Law"
"7759-law-star-com1-h-c","c4:64:13:38:c1:03","Law"
"7759-law-star-commons-wood-w","c4:64:13:38:e2:eb","Law"
"7759-law-star-com-wood-w","c4:64:13:38:c1:3b","Law"
"7760-fuqua-103-rr-c","a8:9d:21:c8:9b:98","Fuqua"
"7760-fuqua-120-h-c","a8:9d:21:a1:7e:b8","Fuqua"
"7760-fuqua-124-h-c","a8:9d:21:8a:63:48","Fuqua"
"7760-fuqua-126-c","a8:9d:21:c8:98:10","Fuqua"
"7760-fuqua-134-c","a8:9d:21:df:f8:c8","Fuqua"
"7760-fuqua-137-h-c","a8:9d:21:c8:a2:78","Fuqua"
"7760-fuqua-141-h-c","a8:9d:21:c8:a4:f4","Fuqua"
"7760-fuqua-144-h-c","a8:9d:21:c8:0c:78","Fuqua"
"7760-fuqua-194-rack","a8:9d:21:c8:7a:4c","Fuqua"
"7760-fuqua-204-l-c","00:42:68:83:61:88","Fuqua"
"7760-fuqua-208-1-c","00:42:68:af:63:7c","Fuqua"
"7760-fuqua-283b-c","a8:9d:21:e2:5a:1c","Fuqua"
"7760-fuqua-283-c","a8:9d:21:c8:a5:00","Fuqua"
"7760-fuqua-321-c","a8:9d:21:e1:0a:c8","Fuqua"
"7760-fuqua-a005-c","a8:9d:21:c8:a1:8c","Fuqua"
"7760-fuqua-a007-c","a8:9d:21:c8:8a:7c","Fuqua"
"7760-fuqua-a105-c","a8:9d:21:c8:7d:74","Fuqua"
"7760-fuqua-a106-c","a8:9d:21:c8:0c:a4","Fuqua"
"7760-fuqua-a117-c","a8:9d:21:c8:0d:ac","Fuqua"
"7760-fuqua-a213-c","a8:9d:21:a5:5c:ac","Fuqua"
"7760-fuqua-a222-c","a8:9d:21:a5:e4:90","Fuqua"
"7760-fuqua-a232-h-c","a8:9d:21:9e:09:2c","Fuqua"
"7760-fuqua-a241-h-c","a8:9d:21:a5:e2:70","Fuqua"
"7760-fuqua-a309-h-c","a8:9d:21:e1:08:0c","Fuqua"
"7760-fuqua-a321-c","a8:9d:21:a5:e3:cc","Fuqua"
"7760-fuqua-a338-c","a8:9d:21:e1:08:e4","Fuqua"
"7760-fuqua-a406-h-c","a8:9d:21:9e:0a:4c","Fuqua"
"7760-fuqua-a415-c","a8:9d:21:a5:e2:e0","Fuqua"
"7760-fuqua-a426-h-c","a8:9d:21:25:81:b4","Fuqua"
"7760-fuqua-a438-h-c","a8:9d:21:e2:5a:9c","Fuqua"
"7760-fuqua-c101-lr-c","a8:9d:21:9e:0f:24","Fuqua"
"7760-fuqua-c101-rr-c","a8:9d:21:b2:22:f8","Fuqua"
"7760-fuqua-c103-lr-c","a8:9d:21:df:f9:1c","Fuqua"
"7760-fuqua-c104-lr-c","a8:9d:21:df:fb:d8","Fuqua"
"7760-fuqua-c104-rr-c","a8:9d:21:e2:5a:90","Fuqua"
"7760-fuqua-c110-fl","00:f2:8b:c0:f8:c0","Fuqua"
"7760-fuqua-c110-fr","28:94:0f:c9:24:ed","Fuqua"
"7760-fuqua-c110-lr-c","a8:9d:21:c8:0c:94","Fuqua"
"7760-fuqua-c110-rr-c","a8:9d:21:c8:7c:f0","Fuqua"
"7760-fuqua-c112-lr-c","a8:9d:21:e2:5d:0c","Fuqua"
"7760-fuqua-c112-rr-c","a8:9d:21:df:f8:60","Fuqua"
"7760-fuqua-c117-h-c","a8:9d:21:c8:a8:14","Fuqua"
"7760-fuqua-c203-c","a8:9d:21:c8:77:88","Fuqua"
"7760-fuqua-c204-lr-w","7c:ad:74:84:fe:d6","Fuqua"
"7760-fuqua-c204-r-c","a8:9d:21:c8:0c:8c","Fuqua"
"7760-fuqua-c204-rr-w","7c:ad:74:fb:e4:f9","Fuqua"
"7760-fuqua-c204-w1","7c:ad:74:28:50:fb","Fuqua"
"7760-fuqua-c204-w2","7c:ad:74:fb:e6:00","Fuqua"
"7760-fuqua-c204-w3","7c:ad:74:84:ff:45","Fuqua"
"7760-fuqua-c207-w","7c:ad:74:50:25:17","Fuqua"
"7760-fuqua-c212-c","00:42:68:83:5d:d4","Fuqua"
"7760-fuqua-c215-h-c","00:42:68:af:63:9c","Fuqua"
"7760-fuqua-c300-c-c","a8:9d:21:df:f8:fc","Fuqua"
"7760-fuqua-c317-h-c","a8:9d:21:c8:9b:b0","Fuqua"
"7760-fuqua-c402-h-c","74:a2:e6:ca:17:e8","Fuqua"
"7760-fuqua-c405-c","7c:ad:74:fb:e6:4d","Fuqua"
"7760-fuqua-c415-h-c","a8:9d:21:ca:25:c0","Fuqua"
"7760-fuqua-c500-c","a8:9d:21:e1:0b:14","Fuqua"
"7760-fuqua-c512-c","a8:9d:21:c8:a7:ec","Fuqua"
"7760-fuqua-e142-h-c","a8:9d:21:df:f8:e8","Fuqua"
"7760-fuqua-e155-lr-c","a8:9d:21:e2:5c:18","Fuqua"
"7760-fuqua-e155-rc-w","7c:ad:74:84:fe:8f","Fuqua"
"7760-fuqua-e155-rr-c","a8:9d:21:df:f9:60","Fuqua"
"7760-fuqua-e156-c-1","5c:83:8f:3b:1e:24","Fuqua"
"7760-fuqua-e156-c-2","5c:83:8f:3b:1e:3c","Fuqua"
"7760-fuqua-e158-c-1","00:fe:c8:42:8f:ac","Fuqua"
"7760-fuqua-e158-c-2","00:fe:c8:42:90:3c","Fuqua"
"7760-fuqua-e165-lf-c","a8:9d:21:a1:8e:50","Fuqua"
"7760-fuqua-e165-rr-c","a8:9d:21:ca:26:88","Fuqua"
"7760-fuqua-e167k-c","a8:9d:21:c8:a8:54","Fuqua"
"7760-fuqua-e168-c-1","00:fe:c8:42:8f:b0","Fuqua"
"7760-fuqua-e168-c-2","00:fe:c8:42:8f:a4","Fuqua"
"7760-fuqua-e170-c-1","5c:83:8f:3b:1d:e0","Fuqua"
"7760-fuqua-e170-c-2","00:fe:c8:41:2d:a4","Fuqua"
"7760-fuqua-e180-1-c","5c:83:8f:2f:9e:2c","Fuqua"
"7760-fuqua-e180-2-c","5c:83:8f:35:9d:fc","Fuqua"
"7760-fuqua-e182-1-c","5c:83:8f:2f:9e:cc","Fuqua"
"7760-fuqua-e182-2-c","1c:6a:7a:39:95:ec","Fuqua"
"7760-fuqua-e198-w","7c:ad:74:50:2b:3d","Fuqua"
"7760-fuqua-e211-c","a8:9d:21:df:07:b0","Fuqua"
"7760-fuqua-e214-c","a8:9d:21:df:f9:80","Fuqua"
"7760-fuqua-e215-c","a8:9d:21:e2:59:b0","Fuqua"
"7760-fuqua-e224-c","a8:9d:21:a5:5e:48","Fuqua"
"7760-fuqua-e235-c","a8:9d:21:c8:a8:30","Fuqua"
"7760-fuqua-e245-c","a8:9d:21:ca:25:ec","Fuqua"
"7760-fuqua-e253-c","a8:9d:21:c8:81:d0","Fuqua"
"7760-fuqua-e263-c","a8:9d:21:a5:6c:d8","Fuqua"
"7760-fuqua-e269-c","a8:9d:21:c8:a7:c8","Fuqua"
"7760-fuqua-e279-c","a8:9d:21:df:08:4c","Fuqua"
"7760-fuqua-e322-h-c","a8:9d:21:c8:98:58","Fuqua"
"7760-fuqua-e337-h-c","a8:9d:21:c8:99:cc","Fuqua"
"7760-fuqua-e422-h-c","a8:9d:21:e2:5c:4c","Fuqua"
